opportunity_id,deal_amount,discount_pct,stage,days_in_stage,region,product,probability,expected_revenue,anomaly_score,is_anomaly
550,19759.13,1.9,Prospecting,86,EMEA,VAS,0.78,15412.121400000002,0.10226394391186194,False
551,35589.78,18.7,Negotiation,4,EMEA,VAS,0.64,22777.4592,0.06635498792996875,False
552,12889.9,3.1,Negotiation,66,LATAM,Risk Solutions,0.61,7862.839,0.11947006029958246,False
553,22893.92,11.3,Negotiation,83,LATAM,Analytics,0.29,6639.236799999999,0.15375851315912764,False
554,13380.35,5.4,Qualified,90,EMEA,Analytics,0.79,10570.4765,0.12664323700680685,False
555,11181.96,10.4,Prospecting,6,APAC,Risk Solutions,0.48,5367.340799999999,0.11437078750751611,False
556,31865.19,7.0,Prospecting,25,APAC,VAS,0.68,21668.3292,0.1141242710730399,False
557,30990.37,11.7,Proposal,39,Unknown,VAS,0.52,16114.9924,0.1543502709928351,False
558,6869.26,7.7,Proposal,106,EMEA,VAS,0.21,1442.5446,0.04049980234892048,False
559,11235.13,5.4,Prospecting,31,Unknown,Analytics,0.85,9549.8605,0.10084435394788793,False
560,26243.95,13.4,Negotiation,51,APAC,Risk Solutions,0.61,16008.8095,0.16618123742276386,False
561,41862.23,18.5,Negotiation,69,EMEA,Analytics,0.3,12558.669,0.09428612870439668,False
562,14771.04,13.6,Closed Lost,48,Unknown,Core Payments,0.54,7976.361600000001,0.16624604759269052,False
563,19726.42,12.4,Closed Lost,86,Unknown,Risk Solutions,0.35,6904.246999999999,0.15981320587658188,False
564,9433.21,6.6,Closed Lost,45,APAC,Analytics,0.88,8301.2248,0.09909685811122027,False
565,99358.2,11.4,Proposal,25,APAC,Analytics,0.55,54647.01,-0.08626563446024549,True
566,29292.09,14.1,Closed Won,109,Unknown,Core Payments,0.35,10252.2315,0.1326029628221036,False
567,37675.6,8.6,Closed Won,34,Unknown,Analytics,0.83,31270.748,0.10729216728605534,False
568,32689.61,16.3,Qualified,56,Unknown,Analytics,0.7,22882.727,0.12898277280915493,False
569,38559.05,11.6,Qualified,114,APAC,Risk Solutions,0.38,14652.439000000002,0.11148093844393708,False
570,31724.67,13.6,Prospecting,79,APAC,Core Payments,0.66,20938.2822,0.14986168167853203,False
571,18013.69,9.3,Prospecting,91,LATAM,VAS,0.34,6124.6546,0.14901624409836306,False
572,34420.51,9.4,Proposal,22,LATAM,Risk Solutions,0.78,26847.9978,0.11165359001224429,False
573,23097.6,12.9,Closed Won,61,APAC,Core Payments,0.52,12010.752,0.17514617022755707,False
574,47951.51,13.7,Qualified,106,EMEA,Risk Solutions,0.81,38840.7231,0.04793222414442466,False
575,14167.01,13.5,Prospecting,39,EMEA,Core Payments,0.27,3825.0927,0.14263563355245323,False
576,15918.6,6.7,Closed Lost,21,EMEA,Analytics,0.42,6685.812,0.13770692158934988,False
577,32751.12,8.1,Prospecting,11,APAC,Core Payments,0.55,18013.116,0.12441918143904918,False
578,47466.87,11.7,Proposal,70,Unknown,Analytics,0.87,41296.1769,0.045388859011049054,False
579,24030.92,2.5,Negotiation,5,EMEA,Analytics,0.28,6728.6576000000005,0.05996943331512172,False
580,14364.04,17.0,Closed Won,4,APAC,Core Payments,0.95,13645.838,0.046768982531733005,False
581,20509.15,13.3,Negotiation,29,Unknown,Core Payments,0.22,4512.013,0.12726292237475634,False
582,16335.0,12.0,Prospecting,54,APAC,Analytics,0.35,5717.25,0.16448586909379442,False
583,68741.1,8.2,Prospecting,42,LATAM,Core Payments,0.59,40557.249,-0.010082389966653227,True
584,37768.3,15.9,Negotiation,101,APAC,Core Payments,0.61,23038.663,0.10649871781915476,False
585,47035.87,10.4,Prospecting,61,Unknown,Analytics,0.57,26810.4459,0.09429674311298553,False
586,26394.92,21.3,Qualified,26,EMEA,Core Payments,0.31,8182.4252,0.08040851316542696,False
587,15786.75,13.7,Proposal,101,APAC,VAS,0.72,11366.46,0.14319459175775778,False
588,44531.77,4.3,Proposal,118,Unknown,Core Payments,0.77,34289.4629,0.0204810978073795,False
589,59419.02,15.4,Proposal,39,EMEA,VAS,0.7,41593.314,0.010976140711898896,False
590,31231.28,9.1,Prospecting,47,Unknown,VAS,0.88,27483.5264,0.11031371175634908,False
591,21708.27,9.1,Prospecting,76,EMEA,Risk Solutions,0.49,10637.0523,0.17144857517837359,False
592,42132.9,10.5,Qualified,71,APAC,Analytics,0.49,20645.121,0.12968991208566477,False
593,17629.54,11.1,Proposal,36,EMEA,VAS,0.4,7051.816000000001,0.16936416704105128,False
594,34847.07,13.0,Closed Won,9,Unknown,VAS,0.81,28226.1267,0.09795809739277123,False
595,14372.18,15.5,Negotiation,11,EMEA,Analytics,0.29,4167.9322,0.10753186141058724,False
596,12305.24,14.0,Negotiation,82,EMEA,Risk Solutions,0.9,11074.716,0.1357822922881981,False
597,30941.91,8.1,Proposal,83,APAC,Risk Solutions,0.91,28157.1381,0.09355858201549405,False
598,26977.49,5.0,Negotiation,88,EMEA,VAS,0.6,16186.494,0.13130779289660638,False
599,69049.84,7.7,Proposal,79,Unknown,Analytics,0.53,36596.4152,0.012601275408044121,False
600,18618.96,13.5,Proposal,57,EMEA,Risk Solutions,0.53,9868.0488,0.16949717275004084,False
601,22338.54,16.1,Closed Lost,37,APAC,VAS,0.82,18317.6028,0.14176562611977728,False
602,11114.84,20.7,Closed Won,116,LATAM,Analytics,0.92,10225.6528,0.04452223995613935,False
603,7175.53,5.0,Proposal,50,APAC,Risk Solutions,0.35,2511.4355,0.09520814689777002,False
604,7566.69,12.1,Negotiation,72,Unknown,Core Payments,0.8,6053.352,0.12260938865267157,False
605,29081.71,10.6,Negotiation,115,LATAM,Analytics,0.83,24137.8193,0.10235938384826787,False
606,10872.77,9.7,Negotiation,91,LATAM,Core Payments,0.5,5436.385,0.15048263080044577,False
607,43307.11,12.4,Prospecting,81,LATAM,Analytics,0.51,22086.6261,0.12252937487572768,False
608,51707.6,10.5,Closed Won,110,EMEA,Risk Solutions,0.21,10858.596,0.046306744604136196,False
609,18559.89,10.4,Proposal,59,APAC,Risk Solutions,0.4,7423.956,0.17124280187303548,False
610,59578.79,8.5,Closed Lost,95,APAC,VAS,0.61,36343.0619,0.0366556240039535,False
611,25243.39,13.7,Closed Won,99,LATAM,Core Payments,0.61,15398.4679,0.14851700413180363,False
612,43259.53,17.0,Qualified,97,EMEA,VAS,0.74,32012.0522,0.07855260767245498,False
613,19236.72,19.9,Closed Won,94,LATAM,Core Payments,0.8,15389.376000000002,0.10198494263531993,False
614,39163.58,9.1,Proposal,104,Unknown,Risk Solutions,0.47,18406.8826,0.10958153685067862,False
615,12506.57,6.4,Closed Lost,24,LATAM,Core Payments,0.41,5127.6937,0.13512409989322455,False
616,32003.79,10.4,Prospecting,48,EMEA,VAS,0.36,11521.3644,0.15013257380858297,False
617,16721.82,7.5,Qualified,107,EMEA,Risk Solutions,0.53,8862.5646,0.12942129520656398,False
618,20366.86,16.9,Closed Lost,110,Unknown,Risk Solutions,0.32,6517.3952,0.11373296111321379,False
619,32177.77,7.6,Proposal,44,LATAM,VAS,0.69,22202.6613,0.13107867205295853,False
620,24431.46,12.1,Prospecting,91,EMEA,VAS,0.27,6596.4942,0.14442716321746307,False
621,21065.14,5.0,Closed Lost,101,APAC,Risk Solutions,0.7,14745.597999999998,0.11950987440390182,False
622,34086.87,10.0,Closed Won,117,LATAM,Analytics,0.27,9203.4549,0.08613719902553008,False
623,35664.95,12.7,Closed Won,87,EMEA,Risk Solutions,0.8,28531.96,0.12031840459523635,False
624,9594.98,19.4,Proposal,115,EMEA,Risk Solutions,0.83,7963.833399999999,0.06056853008771401,False
625,30802.98,8.2,Closed Lost,23,Unknown,Risk Solutions,0.66,20329.9668,0.12923768013686338,False
626,32945.19,13.6,Negotiation,115,EMEA,Risk Solutions,0.93,30639.0267,0.04655835727765267,False
627,14030.21,1.3,Proposal,52,EMEA,Core Payments,0.47,6594.198699999999,0.10777022377670853,False
628,27763.58,5.7,Prospecting,106,LATAM,Risk Solutions,0.53,14714.6974,0.11530346632445221,False
629,9951.31,7.6,Prospecting,83,LATAM,Core Payments,0.36,3582.4716,0.12667779558460157,False
630,52239.51,9.2,Closed Lost,83,EMEA,VAS,0.63,32910.8913,0.06785908798822016,False
631,19099.31,13.9,Negotiation,51,Unknown,Core Payments,0.52,9931.641200000002,0.1741717002135214,False
632,21012.31,14.9,Proposal,29,Unknown,Risk Solutions,0.94,19751.5714,0.10209113182326207,False
633,45181.15,3.7,Proposal,26,APAC,Core Payments,0.64,28915.936,0.05622413654371983,False
634,20218.54,14.3,Closed Won,57,Unknown,Core Payments,0.21,4245.8934,0.12358309650817001,False
635,31550.12,6.1,Proposal,79,APAC,VAS,0.34,10727.0408,0.14450777170675527,False
636,11749.43,20.9,Proposal,107,LATAM,Risk Solutions,0.71,8342.095299999999,0.08223410908270523,False
637,15648.76,13.3,Prospecting,118,LATAM,VAS,0.84,13144.9584,0.09991383801085985,False
638,9552.19,12.4,Negotiation,5,APAC,Core Payments,0.65,6208.923500000001,0.09929952807776515,False
639,19440.02,10.8,Prospecting,67,Unknown,Risk Solutions,0.92,17884.8184,0.12756653995497308,False
640,40889.2,11.5,Negotiation,7,Unknown,Core Payments,0.84,34346.928,0.05630308511145743,False
641,25189.06,11.7,Qualified,101,EMEA,Analytics,0.77,19395.576200000003,0.13841861824708485,False
642,37442.68,8.2,Proposal,14,Unknown,Analytics,0.71,26584.3028,0.10322143933486916,False
643,11899.78,15.4,Closed Lost,91,Unknown,Analytics,0.47,5592.8966,0.16085156982789978,False
644,12965.71,13.0,Qualified,61,Unknown,Risk Solutions,0.22,2852.4562,0.12166000317094988,False
645,16658.47,15.4,Prospecting,64,LATAM,Analytics,0.61,10161.6667,0.17181006441046548,False
646,31055.89,11.4,Closed Lost,61,Unknown,Analytics,0.72,22360.2408,0.14542833953652434,False
647,27278.58,15.1,Qualified,84,LATAM,Analytics,0.85,23186.793,0.13556966552287025,False
648,21825.33,7.9,Prospecting,44,APAC,Core Payments,0.65,14186.464500000002,0.15945027055947403,False
649,32002.77,29.5,Negotiation,43,APAC,Analytics,0.53,16961.468100000002,0.046515990310230904,False
650,20113.79,8.1,Proposal,66,EMEA,Risk Solutions,0.27,5430.723300000001,0.1450615252864682,False
651,21743.83,9.5,Qualified,49,Unknown,VAS,0.53,11524.229900000002,0.16876059302437524,False
652,48189.72,16.5,Prospecting,20,APAC,Risk Solutions,0.93,44816.439600000005,-0.010505268669876,True
653,15494.47,17.8,Qualified,11,EMEA,Risk Solutions,0.63,9761.5161,0.1145372294544102,False
654,24578.04,7.7,Closed Lost,37,EMEA,Analytics,0.77,18925.0908,0.1432505461013921,False
655,57940.21,3.4,Negotiation,54,APAC,Analytics,0.9,52146.189,-0.044673001369907706,True
656,23415.25,4.7,Proposal,32,APAC,Risk Solutions,0.38,8897.795,0.13772156220766757,False
657,33655.51,6.7,Qualified,71,LATAM,VAS,0.4,13462.204000000002,0.14399141381219993,False
658,15305.86,7.8,Qualified,84,EMEA,VAS,0.77,11785.5122,0.14455649070569587,False
659,71247.3,10.9,Proposal,38,EMEA,Risk Solutions,0.22,15674.406,0.016237392021489994,False
660,5711.41,16.8,Prospecting,30,LATAM,Risk Solutions,0.44,2513.0204,0.09828364357796704,False
661,11152.36,17.1,Closed Lost,42,EMEA,Risk Solutions,0.8,8921.888,0.12671916793860005,False
662,11704.09,8.6,Negotiation,66,Unknown,VAS,0.82,9597.3538,0.14600565757249723,False
663,58214.06,14.4,Qualified,88,EMEA,VAS,0.34,19792.7804,0.061660418222194036,False
664,27214.05,16.1,Prospecting,79,EMEA,VAS,0.2,5442.81,0.1034573124943235,False
665,18818.65,18.7,Negotiation,14,APAC,Analytics,0.92,17313.158000000003,0.0713401775547653,False
666,10208.19,10.9,Qualified,19,LATAM,VAS,0.58,5920.7502,0.13986220611734662,False
667,27404.91,8.0,Prospecting,54,EMEA,VAS,0.58,15894.8478,0.154612263275476,False
668,23586.28,15.4,Negotiation,97,APAC,Core Payments,0.7,16510.395999999997,0.14959126680746,False
669,14533.6,19.2,Closed Won,94,Unknown,Core Payments,0.78,11336.208,0.11447975321925152,False
670,9000.93,9.0,Negotiation,82,Unknown,Core Payments,0.46,4140.4278,0.14323401374234512,False
671,11365.59,21.4,Closed Won,73,Unknown,Core Payments,0.6,6819.354,0.10441724206324238,False
672,25035.44,20.3,Proposal,78,Unknown,Core Payments,0.79,19777.9976,0.10348829191955822,False
673,26545.26,10.4,Qualified,19,Unknown,Core Payments,0.48,12741.724799999998,0.1533709859978245,False
674,23014.65,3.8,Negotiation,8,APAC,VAS,0.62,14269.083,0.09938102834234563,False
675,20111.54,8.7,Proposal,5,APAC,VAS,0.46,9251.308400000002,0.12556632111785043,False
676,7621.72,9.9,Proposal,48,LATAM,Risk Solutions,0.91,6935.765200000001,0.09352651236650689,False
677,22680.53,14.3,Negotiation,95,EMEA,Risk Solutions,0.24,5443.3272,0.1249239076606069,False
678,11854.69,3.3,Closed Won,67,EMEA,Risk Solutions,0.75,8891.0175,0.11216601859143,False
679,22585.74,23.8,Closed Won,85,EMEA,Analytics,0.59,13325.5866,0.09631250803256725,False
680,29115.63,23.4,Negotiation,93,EMEA,Analytics,0.68,19798.6284,0.07459030468872652,False
681,14684.31,8.0,Negotiation,55,LATAM,Analytics,0.36,5286.3516,0.15452054268398424,False
682,11922.2,2.4,Closed Won,95,Unknown,Core Payments,0.92,10968.424,0.06418936893453753,False
683,39981.28,10.8,Proposal,107,Unknown,Core Payments,0.56,22389.5168,0.10290787669724494,False
684,27202.88,13.8,Closed Won,107,Unknown,Risk Solutions,0.73,19858.1024,0.1314209379180244,False
685,15033.32,18.4,Closed Won,75,Unknown,Risk Solutions,0.27,4058.9964,0.1197548470987922,False
686,3640.26,15.2,Closed Won,41,Unknown,Risk Solutions,0.42,1528.9092,0.07284537671650748,False
687,21386.7,10.6,Closed Lost,61,EMEA,Risk Solutions,0.88,18820.296,0.1422680014750396,False
688,32127.99,1.8,Closed Lost,14,Unknown,Core Payments,0.21,6746.8779,0.03403926050865591,False
689,43171.43,14.2,Prospecting,99,EMEA,Risk Solutions,0.47,20290.5721,0.11173767215201602,False
690,14665.96,15.9,Closed Won,61,APAC,Core Payments,0.35,5133.085999999999,0.15654866903317194,False
691,14975.66,10.1,Prospecting,20,Unknown,Core Payments,0.45,6739.0470000000005,0.1552509907660427,False
692,16886.27,13.0,Closed Lost,29,Unknown,Analytics,0.67,11313.8009,0.1623449064705333,False
693,36415.62,12.7,Prospecting,56,Unknown,Core Payments,0.85,30953.277,0.11018614881234506,False
694,10885.31,10.4,Proposal,18,LATAM,Analytics,0.6,6531.186,0.14020898525108244,False
695,20584.09,5.9,Negotiation,35,EMEA,Analytics,0.88,18113.9992,0.11337172861199324,False
696,12639.14,13.4,Negotiation,102,EMEA,VAS,0.73,9226.5722,0.13618715791439606,False
697,25877.5,4.6,Prospecting,84,EMEA,Risk Solutions,0.9,23289.75,0.09590780594742182,False
698,8666.23,18.7,Closed Won,66,LATAM,Core Payments,0.32,2773.1936,0.10380034731919552,False
699,27603.45,7.1,Closed Won,65,EMEA,Core Payments,0.86,23738.967,0.12341191885235941,False
700,16350.47,14.1,Prospecting,18,LATAM,Risk Solutions,0.76,12426.3572,0.1384001377291637,False
701,19255.98,8.0,Qualified,41,Unknown,VAS,0.91,17522.9418,0.12057219914288303,False
702,30195.63,13.5,Closed Won,78,APAC,Core Payments,0.23,6944.994900000001,0.1280812357285404,False
703,43751.8,10.6,Proposal,15,EMEA,VAS,0.27,11812.986,0.08510999514336892,False
704,7957.0,14.3,Proposal,74,LATAM,Analytics,0.21,1670.97,0.08966256298185138,False
705,40220.54,7.7,Prospecting,112,LATAM,Core Payments,0.2,8044.108,0.04339923305410398,False
706,30788.41,3.5,Negotiation,82,APAC,Core Payments,0.38,11699.5958,0.13250075397017247,False
707,18456.74,10.2,Qualified,11,LATAM,VAS,0.63,11627.7462,0.14881110347734394,False
708,51143.96,9.9,Prospecting,110,LATAM,VAS,0.51,26083.4196,0.0677242390524051,False
709,24666.22,4.1,Prospecting,51,Unknown,Analytics,0.3,7399.866,0.12409506976314338,False
710,47861.28,8.2,Closed Lost,17,LATAM,VAS,0.77,36853.1856,0.049734476626016266,False
711,15433.97,3.3,Proposal,45,EMEA,Risk Solutions,0.31,4784.530699999999,0.11547887996034867,False
712,13094.77,12.2,Prospecting,67,APAC,Analytics,0.94,12309.0838,0.11682653462957943,False
713,45926.35,9.8,Prospecting,32,LATAM,Analytics,0.43,19748.3305,0.0951543550520021,False
714,80705.6,11.7,Proposal,12,Unknown,VAS,0.24,19369.344,-0.030657853153795322,True
715,32217.7,24.6,Proposal,71,Unknown,Core Payments,0.33,10631.841,0.06993279032770794,False
716,37598.18,12.4,Prospecting,24,EMEA,Core Payments,0.22,8271.5996,0.08852087631634453,False
717,16575.17,13.5,Negotiation,99,LATAM,Analytics,0.37,6132.812899999999,0.14269384334728624,False
718,9945.74,14.8,Proposal,107,Unknown,Core Payments,0.7,6962.017999999999,0.1214379467211571,False
719,19233.69,10.9,Closed Won,68,APAC,Risk Solutions,0.47,9039.8343,0.1814078820080211,False
720,54186.73,8.7,Closed Won,89,Unknown,Analytics,0.21,11379.2133,0.05326681564753488,False
721,7213.61,16.0,Closed Lost,23,Unknown,VAS,0.45,3246.1245,0.11115440276166161,False
722,16363.42,16.8,Qualified,55,EMEA,Core Payments,0.46,7527.1732,0.15796771795396003,False
723,6983.29,-3.0,Proposal,93,LATAM,Risk Solutions,0.4,2793.3160000000003,0.03704414012621238,False
724,23504.84,10.8,Closed Lost,116,Unknown,Risk Solutions,0.76,17863.6784,0.11091414864364335,False
725,37217.96,9.9,Closed Won,101,APAC,Risk Solutions,0.3,11165.388,0.10414507792563055,False
726,10450.04,8.8,Qualified,65,Unknown,Core Payments,0.61,6374.5244,0.1537639065760878,False
727,17229.27,17.8,Closed Won,47,LATAM,VAS,0.22,3790.4394,0.1072199865801648,False
728,48798.17,8.9,Negotiation,16,EMEA,Risk Solutions,0.55,26838.9935,0.07416458805296089,False
729,20887.79,15.9,Proposal,41,Unknown,VAS,0.78,16292.4762,0.14680335509667675,False
730,10471.91,8.9,Negotiation,99,EMEA,Core Payments,0.45,4712.3595000000005,0.1325181493996999,False
731,9999.03,9.6,Closed Won,89,LATAM,VAS,0.28,2799.7284000000004,0.11542085460776119,False
732,6576.19,15.3,Prospecting,57,Unknown,Core Payments,0.62,4077.2378,0.12248954711503995,False
733,35030.58,7.9,Closed Won,57,APAC,Risk Solutions,0.93,32578.439400000003,0.07349201055650578,False
734,14077.41,10.8,Closed Lost,78,APAC,VAS,0.74,10417.2834,0.16653756805186604,False
735,41374.02,6.1,Proposal,76,LATAM,Core Payments,0.55,22755.711,0.10915144860642456,False
736,37057.18,7.2,Prospecting,83,APAC,Analytics,0.64,23716.5952,0.12126684082115807,False
737,14823.69,15.2,Prospecting,112,Unknown,Analytics,0.46,6818.897400000001,0.13293427527231655,False
738,16046.21,14.5,Closed Won,9,EMEA,Core Payments,0.5,8023.105,0.1323948597387251,False
739,35142.99,5.9,Closed Won,17,Unknown,Analytics,0.82,28817.2518,0.08614202398329956,False
740,24092.52,5.7,Closed Won,68,Unknown,Analytics,0.86,20719.5672,0.12211101658596407,False
741,25866.34,24.3,Negotiation,87,APAC,Analytics,0.6,15519.804,0.08447426501506572,False
742,8198.82,8.4,Negotiation,84,EMEA,Risk Solutions,0.76,6231.1032,0.12041974364487829,False
743,37745.72,7.3,Qualified,15,APAC,Core Payments,0.83,31328.9476,0.08917948175867468,False
744,13027.33,14.2,Negotiation,73,Unknown,Risk Solutions,0.66,8598.0378,0.1552923997888626,False
745,5643.71,7.7,Proposal,58,LATAM,VAS,0.89,5022.9019,0.06603082847680741,False
746,15212.08,9.8,Closed Lost,47,Unknown,Risk Solutions,0.64,9735.7312,0.16500634485595472,False
747,28373.13,16.1,Closed Lost,17,EMEA,VAS,0.6,17023.878,0.1259583392133254,False
748,77518.79,16.6,Qualified,90,LATAM,Risk Solutions,0.75,58139.0925,-0.06143964700824789,True
749,17611.44,10.6,Qualified,45,LATAM,Risk Solutions,0.66,11623.5504,0.1700245472881557,False
750,9918.24,18.3,Closed Lost,15,EMEA,Analytics,0.87,8628.8688,0.07855700666298016,False
751,78753.99,10.9,Closed Won,102,LATAM,VAS,0.79,62215.65210000001,-0.07186935279805895,True
752,24249.29,10.4,Proposal,26,EMEA,Risk Solutions,0.6,14549.574,0.15814524264819363,False
753,18831.69,11.6,Qualified,19,EMEA,Risk Solutions,0.73,13747.133699999998,0.14976175784025747,False
754,11549.62,10.1,Proposal,52,LATAM,VAS,0.87,10048.1694,0.13104237870302737,False
755,12059.56,14.2,Closed Lost,63,Unknown,VAS,0.52,6270.9712,0.16888729368203054,False
756,53487.52,13.0,Proposal,86,LATAM,Risk Solutions,0.45,24069.384,0.07806256807781498,False
757,18724.45,7.7,Closed Won,86,APAC,Risk Solutions,0.83,15541.2935,0.1411824219435256,False
758,15951.6,12.5,Negotiation,38,APAC,Analytics,0.27,4306.932000000001,0.14756423916639372,False
759,16220.84,8.9,Negotiation,72,EMEA,Core Payments,0.59,9570.2956,0.16766159638320416,False
760,56427.93,8.7,Closed Lost,112,Unknown,VAS,0.24,13542.7032,0.03913393965062251,False
761,15465.26,10.9,Closed Won,54,LATAM,Risk Solutions,0.73,11289.6398,0.15862314913487396,False
762,32109.13,16.7,Prospecting,23,LATAM,Core Payments,0.89,28577.1257,0.08888141072281752,False
763,25840.16,13.0,Closed Lost,68,EMEA,Risk Solutions,0.92,23772.9472,0.11550377060836942,False
764,25426.81,17.9,Proposal,74,APAC,Risk Solutions,0.48,12204.8688,0.14302965555785113,False
765,13012.29,19.4,Negotiation,93,Unknown,Risk Solutions,0.84,10930.3236,0.11181686285649062,False
766,32700.07,11.4,Closed Won,32,LATAM,Analytics,0.69,22563.0483,0.1376458812833965,False
767,57825.16,8.6,Closed Won,34,APAC,VAS,0.37,21395.3092,0.05414006280033101,False
768,21347.5,7.7,Negotiation,19,APAC,Risk Solutions,0.24,5123.4,0.11412256068796811,False
769,12684.71,13.0,Qualified,97,APAC,Risk Solutions,0.65,8245.0615,0.14618005882664364,False
770,10149.46,15.9,Qualified,51,APAC,Risk Solutions,0.46,4668.7516,0.1544350456816898,False
771,24696.84,19.5,Prospecting,54,LATAM,Analytics,0.86,21239.2824,0.10075250901675942,False
772,18709.93,5.1,Prospecting,117,EMEA,Core Payments,0.9,16838.937,0.06209113635046415,False
773,20689.38,16.2,Qualified,49,LATAM,Analytics,0.62,12827.4156,0.16702392971570457,False
774,22183.35,17.0,Proposal,11,Unknown,VAS,0.66,14641.011,0.12248226991749667,False
775,9087.29,23.8,Negotiation,30,Unknown,Core Payments,0.3,2726.1870000000004,0.03781084374849386,False
776,35203.16,12.5,Closed Lost,84,Unknown,Risk Solutions,0.45,15841.422000000002,0.15275999333833978,False
777,25351.44,11.5,Prospecting,91,EMEA,Risk Solutions,0.81,20534.6664,0.14714566472412183,False
778,21062.1,4.0,Qualified,35,APAC,Core Payments,0.57,12005.397,0.1252513654728747,False
779,25314.04,7.7,Proposal,90,LATAM,VAS,0.44,11138.1776,0.15141488056058894,False
780,38395.12,6.1,Prospecting,24,EMEA,Risk Solutions,0.6,23037.072,0.09488947607965714,False
781,22743.96,6.6,Closed Won,63,EMEA,Core Payments,0.58,13191.4968,0.1607709171765324,False
782,13224.94,7.1,Qualified,59,EMEA,Risk Solutions,0.55,7273.717000000001,0.15033077971688757,False
783,44344.32,4.0,Prospecting,16,Unknown,Analytics,0.55,24389.376,0.06358693391469583,False
784,16983.64,11.2,Negotiation,38,LATAM,VAS,0.62,10529.8568,0.17163882161133653,False
785,14252.93,13.6,Closed Lost,31,LATAM,VAS,0.91,12970.1663,0.12119095988636347,False
786,8628.3,15.4,Closed Won,52,EMEA,Analytics,0.86,7420.337999999999,0.12318057321049553,False
787,22131.32,11.2,Closed Lost,5,APAC,Core Payments,0.6,13278.792,0.12453884041330471,False
788,11747.71,16.9,Qualified,78,LATAM,Analytics,0.23,2701.9733,0.10829213983808939,False
789,16131.36,17.0,Proposal,40,APAC,Risk Solutions,0.85,13711.656,0.12810065301443668,False
790,28841.55,4.1,Closed Won,63,APAC,Core Payments,0.68,19612.254,0.11969448301420021,False
791,22470.57,10.3,Closed Lost,31,LATAM,VAS,0.29,6516.4653,0.15350585251883547,False
792,40528.97,5.4,Prospecting,18,APAC,Analytics,0.86,34854.9142,0.057012707306178134,False
793,26451.88,6.8,Closed Lost,27,LATAM,Analytics,0.59,15606.6092,0.13969354758071406,False
794,17286.18,12.6,Closed Won,54,LATAM,Analytics,0.37,6395.8866,0.16867290348804304,False
795,18073.07,11.0,Negotiation,15,Unknown,Core Payments,0.8,14458.456,0.13767534883378524,False
796,16245.57,19.0,Closed Won,94,APAC,Core Payments,0.4,6498.228,0.12923829030990125,False
797,32461.91,21.9,Negotiation,72,APAC,Analytics,0.82,26618.7662,0.06728207190983271,False
798,22312.0,13.8,Closed Won,12,EMEA,Core Payments,0.66,14725.92,0.14307993204065705,False
799,17213.47,10.7,Qualified,99,EMEA,VAS,0.45,7746.061500000001,0.15046661071188555,False
800,36568.92,10.9,Closed Lost,21,Unknown,VAS,0.43,15724.6356,0.1217305771980895,False
801,23336.45,11.6,Closed Lost,78,Unknown,VAS,0.4,9334.58,0.16944364570736264,False
802,16658.55,14.5,Closed Lost,87,APAC,Risk Solutions,0.31,5164.1505,0.14659625255540232,False
803,8888.93,8.0,Closed Lost,14,APAC,Risk Solutions,0.38,3377.7934,0.10902052551957242,False
804,28637.81,14.6,Closed Lost,4,Unknown,Analytics,0.46,13173.3926,0.11256513007017904,False
805,25418.31,10.5,Qualified,47,EMEA,VAS,0.41,10421.5071,0.1623577843990296,False
806,22715.41,17.0,Proposal,81,LATAM,VAS,0.51,11584.8591,0.1585988358856386,False
807,16976.08,18.5,Proposal,78,Unknown,Core Payments,0.45,7639.236000000001,0.14255780725908934,False
808,13358.51,20.4,Closed Won,73,APAC,Risk Solutions,0.82,10953.9782,0.1048024088631167,False
809,19225.28,10.9,Closed Lost,52,APAC,Analytics,0.61,11727.4208,0.17845235828503325,False
810,25307.49,5.0,Negotiation,39,Unknown,VAS,0.33,8351.4717,0.13371662011677393,False
811,20399.99,3.3,Closed Won,77,LATAM,Core Payments,0.61,12443.9939,0.13210539256746584,False
812,20194.65,10.2,Closed Won,20,APAC,VAS,0.39,7875.913500000001,0.15725738984285664,False
813,16632.18,4.6,Negotiation,9,EMEA,Analytics,0.75,12474.135,0.09745339346718701,False
814,26993.27,3.5,Closed Won,118,EMEA,Risk Solutions,0.54,14576.3658,0.07569083501922114,False
815,25340.92,10.0,Qualified,61,EMEA,Core Payments,0.91,23060.2372,0.12452583794022887,False
816,14024.39,6.8,Proposal,80,APAC,VAS,0.26,3646.3414,0.12100190486194085,False
817,34757.78,15.2,Closed Won,71,APAC,Analytics,0.32,11122.4896,0.13551828691561613,False
818,35412.28,21.4,Proposal,68,APAC,Risk Solutions,0.74,26205.0872,0.06487984665294255,False
819,35887.97,10.6,Closed Lost,76,EMEA,Core Payments,0.37,13278.5489,0.1454529950371633,False
820,20365.8,13.3,Qualified,34,Unknown,Risk Solutions,0.24,4887.792,0.13979726479101628,False
821,19604.28,3.9,Proposal,81,LATAM,Risk Solutions,0.61,11958.6108,0.13605748764903347,False
822,10987.32,12.6,Prospecting,64,EMEA,Core Payments,0.88,9668.8416,0.13569294937607257,False
823,34641.1,8.2,Qualified,88,APAC,VAS,0.54,18706.194,0.13590561517075267,False
824,6115.15,6.3,Prospecting,76,Unknown,Analytics,0.58,3546.787,0.10721017986268294,False
